object,survey,pdf,reason
V* OT Ser,GOODS: Chandra ACIS HB,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Chandra ACIS FB,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Chandra ACIS SB,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: VLT VIMOS U,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: VLT VIMOS R,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: HST ACS B,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: HST ACS V,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: HST ACS I,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: HST ACS Z,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF U,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF B,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF V0201,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF V0401,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF R,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF I,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF z,1994ApJS___93__569B,no survey
V* OT Ser,Hawaii HDF HK,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: HST NICMOS,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: VLT ISAAC J,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: VLT ISAAC H,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: VLT ISAAC Ks,1994ApJS___93__569B,no survey
V* OT Ser,HUDF: VLT ISAAC Ks,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Spitzer IRAC 3.6,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Spitzer IRAC 4.5,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Spitzer IRAC 5.8,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Spitzer IRAC 8.0,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Spitzer MIPS 24,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Herschel 100,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Herschel 160,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Herschel 250,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Herschel 350,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: Herschel 500,1994ApJS___93__569B,no survey
V* OT Ser,CDFS: LESS,1994ApJS___93__569B,no survey
V* OT Ser,GOODS: VLA North,1994ApJS___93__569B,no survey
