object,survey,pdf,reason
V* V455 Cyg,GOODS: Chandra ACIS HB,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Chandra ACIS FB,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Chandra ACIS SB,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: VLT VIMOS U,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: VLT VIMOS R,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: HST ACS B,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: HST ACS V,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: HST ACS I,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: HST ACS Z,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF U,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF B,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF V0201,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF V0401,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF R,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF I,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF z,1956ApJS____2__389H,no survey
V* V455 Cyg,Hawaii HDF HK,1956ApJS____2__389H,no images
V* V455 Cyg,GOODS: HST NICMOS,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: VLT ISAAC J,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: VLT ISAAC H,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: VLT ISAAC Ks,1956ApJS____2__389H,no survey
V* V455 Cyg,HUDF: VLT ISAAC Ks,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Spitzer IRAC 3.6,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Spitzer IRAC 4.5,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Spitzer IRAC 5.8,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Spitzer IRAC 8.0,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Spitzer MIPS 24,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Herschel 100,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Herschel 160,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Herschel 250,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Herschel 350,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: Herschel 500,1956ApJS____2__389H,no survey
V* V455 Cyg,CDFS: LESS,1956ApJS____2__389H,no survey
V* V455 Cyg,GOODS: VLA North,1956ApJS____2__389H,no survey
