object,survey,pdf,reason
V* V2534 Ori,GOODS: Chandra ACIS HB,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Chandra ACIS FB,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Chandra ACIS SB,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: VLT VIMOS U,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: VLT VIMOS R,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: HST ACS B,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: HST ACS V,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: HST ACS I,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: HST ACS Z,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF U,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF B,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF V0201,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF V0401,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF R,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF I,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF z,1953ApJ___117___73H,no survey
V* V2534 Ori,Hawaii HDF HK,1953ApJ___117___73H,no images
V* V2534 Ori,GOODS: HST NICMOS,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: VLT ISAAC J,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: VLT ISAAC H,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: VLT ISAAC Ks,1953ApJ___117___73H,no survey
V* V2534 Ori,HUDF: VLT ISAAC Ks,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Spitzer IRAC 3.6,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Spitzer IRAC 4.5,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Spitzer IRAC 5.8,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Spitzer IRAC 8.0,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Spitzer MIPS 24,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Herschel 100,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Herschel 160,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Herschel 250,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Herschel 350,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: Herschel 500,1953ApJ___117___73H,no survey
V* V2534 Ori,CDFS: LESS,1953ApJ___117___73H,no survey
V* V2534 Ori,GOODS: VLA North,1953ApJ___117___73H,no survey
